id,subject,scene,quality,relevance,verified,script,objects,descriptions,actions,length
8K46I,PO5L,Bedroom,4,4,Yes,A person sitting on the bed begins undressing while watching the television.,bed,A person gets on a bed and gets off a bed.,c134 1.90 26.60;c154 22.50 28.40,28.75
6912B,QB52,Bedroom,6,7,Yes,A person is fixing their bed and then sits down on it. They are holding a laptop and begin watching videos.,bed;blanket;laptop,"A person made a bed, then sat down on the bed, and picked up and used a laptop computer.",c047 13.00 18.70;c048 14.70 21.20;c050 10.80 16.30;c052 18.70 29.50;c135 12.40 30.60;c151 11.50 17.90;c075 2.10 13.90,30.04
E6PSM,AC0W,Entryway (A hall that is generally located at the entrance of a house),7,7,Yes,A person is taking a book out of a box.  Then a person is laughing while glancing through the book.,book;box;door;floor,"A person opens a door and walks into a room while holding a box. They open the box and pull out a book. They open up the book and laugh at it, then they walk out of the room.",c041 10.00 27.20;c026 23.70 39.80;c027 26.20 38.20;c149 28.50 39.00;c045 23.20 28.30;c097 3.90 9.80;c044 22.00 27.90;c006 5.80 12.50;c008 0.90 9.60;c025 33.30 39.20;c032 24.50 38.60;c040 3.30 25.30;c126 23.20 28.10;c030 23.40 27.70,42.00
T1FTD,S053,Laundry room,5,7,Yes,A person smiles as they pull a pillow from the dryer. The person closes the dryer door and puts the pillow onto a shelf.,clothes;door;pillow;shelf,A person enters a laundry room and opens the dryer the take out a pillow. They snuggle with it while smiling before putting it on a shelf.,c006 29.60 35.00;c008 15.40 24.50;c077 27.50 33.40;c078 24.50 31.00;c081 27.40 33.40;c152 24.80 30.20;c002 21.20 27.40;c076 24.00 32.40,33.88
AZMVM,2Q9D,Bedroom,6,7,Yes,"A person is undressing in the bedroom. The person, holding a pillow, walks to the cabinet and puts it away.",bed;cabinet;clothes;pillow,"A person is sitting on their bed undressing. They take their pillow and place it in a cabinet.;A person is sitting on a bed undressing out of the clothes, they then take a pillow and put it inside a cabinet.",c076 14.60 26.00;c112 21.20 27.50;c154 15.60 20.40;c001 12.60 18.60;c077 18.50 28.00;c113 17.40 24.60;c135 0.00 19.70;c155 0.00 20.70;c003 13.90 18.20,31.04
COBEK,XXN8,Home Office / Study (A room in a house used for work),5,7,Yes,A person is washing a chair by a doorway.  A person is doing this while laughing and standing next to a cabinet.,cabinet;chair;towel,"A person is cleaning their chair with a small towel.;a person cleaning a chair, opens and closes the cabinet then goes back to cleaning the chair while smiling",c112 7.80 13.20;c113 7.40 12.90;c149 0.00 13.80;c152 0.00 13.50;c033 0.00 31.00;c038 0.00 11.80,30.46
CH0PM,G6WD,Closet / Walk-in closet / Spear closet,4,6,Yes,"A person is undressing in the closet, leaving their clothes on the ground.  They kick off their shoes, and stand up straight, stretching.",camera;closet;clothes;door;floor;jacket;light;shirt;shoe,"A person walks from one side of the room to another. They open the closet door and begin undressing. They throw their jacket and shirt on the bed, and stretch. They walk away from the closet and take the camera.;A person opens a door and walks inside a closet and takes their shirt off. Then they take their shoes off and stretch. Then they turn the light off and walk back across the room.",c104 5.30 9.90;c057 21.90 30.30;c000 6.70 13.00;c155 8.80 24.00;c008 1.40 9.30;c003 15.60 24.00;c058 23.70 35.30;c001 10.30 25.60;c113 3.80 11.20;c126 26.10 34.80;c105 44.90 49.50,52.42
EX1PY,XXN8,Kitchen,6,6,Yes,A person is closing a box on a shelf. The person then is drinking a cup of coffee.,box;closet/cabinet;coffee;cup;glass;shelf,The person takes a box off the shelf and puts it back. They then drink a cup of coffee,c082 0.00 15.10;c042 0.00 15.60;c043 0.90 9.80;c106 12.20 35.00;c110 0.00 15.90;c112 10.90 16.10,33.88
RLS2I,WG9D,Recreation room / Man cave,5,7,Yes,A person walks into the room. The person takes a blanket from the shelf and leaves.,blanket;closet;doorway;towel,"A person is walking into a room to grab a towel and then again back out of the room with the towel.;Person walks through doorway, opens closet, grabs towel, and walks back through doorway.",c070 4.50 10.10;c033 4.50 10.10;c113 3.80 8.40;c097 5.50 11.00;c035 3.90 10.10,9.96
JCBDT,YMXV,Bedroom,6,7,No,A person is taking a picture of a doorknob while a other person is holding a picture laughing at it.,bed;phone;picture,"A person is playing with their phone while standing. A second person is talking on their phone, staring at a picture, while sitting on a bed.;A person is standing tapping on the screen of a cell phone and talking. Another person is sitting on a bed talking to a person on a cell phone.",c152 23.30 27.70;c149 25.90 31.00;c016 0.00 23.10;c135 19.50 32.00;c084 19.10 32.00;c088 19.10 32.00;c015 0.00 32.00,30.96
LK1AE,ID9V,Bathroom,6,7,Yes,A person is sitting by the sink. The person throws a towel down then turns off the light.,chair;light;towel,A person is grasping at a towel with some anger.  The person then throws the towel and turns the light off.,c033 0.00 21.50;c036 17.20 22.90;c105 21.20 26.80;c154 18.70 24.40;c059 0.00 22.90,27.96
TAZGF,UO0Z,Hallway,7,7,Yes,A person is standing in the hallway holding a plate of food. The person walks to a chair and sits down.,chair;dish;food;sofa;table,"A person is standing by the doorway holding a plate of food, they then put the plate on a table and sit down on a sofa.;A person is walking across a room with a dish they put it on the coffee table and then they sit on the couch.",c061 0.00 9.90;c059 7.30 13.00;c123 7.30 13.00;c062 5.00 9.50;c154 6.70 11.00;c151 6.90 12.30;c118 1.00 8.90;c120 0.00 13.00;c063 0.00 13.00;c061 6.70 10.80;c009 4.50 10.50;c119 4.30 10.60;c011 7.36 13.00,12.04
BN4VH,D0RU,Entryway (A hall that is generally located at the entrance of a house),6,6,Yes,"A person walks into the entryway, sneezing and carrying a blanket. The person picks up a box, and leaves.",blanket;dish;doorway,A person walks into a room through a doorway holding a blanket yawning.  They pick up a bowl from a table and walk away.,c070 1.80 22.10;c120 14.30 18.90;c097 3.00 8.60;c118 15.40 21.40,31.33
491X2,KFGP,Home Office / Study (A room in a house used for work),7,7,Yes,The person sits at a desk and works on a laptop. The person then washes the desk.,chair;desk;laptop;table;towel,A person sitting at a desk is working on a laptop. They stop to tidy the desk.,c052 0.00 19.70;c012 15.80 36.00;c154 32.50 36.00;c059 0.00 36.00;c014 0.00 20.40;c011 0.00 36.00;c037 23.10 36.00,35.29
IS7PL,BYF9,Closet / Walk-in closet / Spear closet,5,7,Yes,"A person walks into the closet, eating a sandwich. The person looks into the mirror.",doorway;food;mirror;sandwich,A person walks into the bathroom eating a sandwich then looks in the mirror while eating.;Someone walks through the doorway eating a sandwich and then looks at themselves in a mirror.,c065 0.00 6.60;c067 0.00 22.00;c096 6.30 22.00;c156 8.40 16.80;c097 0.00 10.80;c061 0.00 22.00,20.75
E2TCA,XXN8,Home Office / Study (A room in a house used for work),6,5,Yes,"One person works on installing a shelf when another person runs in, laughing and drinking a glass of soda.",cup;glass;shelf,A person is shaking a shelf while another person walks in drinking a glass of water.,c106 2.50 34.00,34.67
FVTEU,P6LJ,Living room,6,6,Yes,A person is lying by a shelf with a book sitting on the blanket.,camera;floor,A person walks and then lies on the floor. The person first rests their head on their head and then lies down completely on the floor.;The person set the camera to video themselves lieing on the floor.,c154 38.70 44.50;c124 13.30 40.90;c151 3.50 20.40;c125 11.00 41.60,44.21
AADCE,YMXV,Bedroom,5,6,Yes,A person is in their bedroom sitting down on a chair while drinking from a glass of water. They start taking their phone out of their pocket and read some messages on their phone.,chair;cup;phone;water bottle,The person is drinking water from a water bottle and playing on their phone.,c059 0.00 32.00;c015 14.80 32.00;c016 16.50 32.00;c106 0.00 14.50;c107 0.00 18.00;c018 14.80 20.70;c109 13.20 19.10,31.29
04MTP,1OHU,Recreation room / Man cave,6,7,Yes,A person is sitting at their desk and laughing as they eat food.,bag;chair;computer;desk;food;table,"A person is sitting in an office chair eating chips, the person then rests his arm on a computer screen for a bit.;person sits in a chair and eats some chips  and laughs",c061 0.00 32.00;c011 0.00 32.00;c156 0.70 32.00;c020 0.00 32.00;c062 0.00 32.00;c063 0.00 32.00;c059 0.00 32.00,31.38
7OW67,5LWB,Stairs,4,6,Yes,A person is taking a picture with a camera of another person that is standing on the stairs.,camera;hair;phone;picture;stairs,A person stood on a flight of stairs and took photos of another person who was at the bottom of the stairs engaging in a series of different poses.,c087 0.00 19.00;c015 0.00 19.00;c144 3.70 9.60,18.25
2CFCW,KQI6,Entryway (A hall that is generally located at the entrance of a house),5,6,Yes,A person is holding a broom. Another person comes in with groceries and snuggles the other person.,bag;broom;groceries,A person enters the front door carrying a bag. The person walks over to a table where another person is. The people remove items from the bag.,c098 0.80 12.50;c099 6.80 18.70;c130 4.30 10.20;c020 19.50 31.00,29.88
RO116,UTMU,Bedroom,5,7,Yes,A person is taking a glass out of a cabinet while holding a sandwich in a bedroom.,closet;cup;door;food;glass;mirror;toast;wardrobe,A person opens a wardrobe and grabs a cup out from it. The person is holding a piece of toast and walks away.;A person takes an object out of a closet in front of a mirror.,c107 5.80 20.80;c113 1.20 7.80;c112 0.00 15.00;c008 0.00 2.50;c061 0.00 23.00,21.83
BVS38,0KZ7,Laundry room,7,7,Yes,A person is pouring laundry soap onto their clothes while another person is sitting and talking on the phone.,clothes;detergent;phone;washing machine,A person is putting clothes in the washer. Another person is standing and talking on the phone.,c015 0.00 29.00;c001 0.00 15.10;c005 0.00 29.00;c019 0.00 29.00,28.04
VOWY1,HRH1,Bathroom,4,1,No,"One person grasps a bag hanging on a doorknob and eats something from it, while watching to see if anyone is around.",mirror,"A person is standing looking in a mirror.;A person is looking in a mirror. The person moves out of view, and then reappears in front of the mirror.",c096 0.00 5.00,24.42
1Y09V,ZAWX,Other,7,7,Yes,"A person drinks from a cup of coffee, then puts the cup down on a chair.",chair;coffee;cup;dish;food;glass,A person is standing and drinking coffee from a cup. They put the cup on a chair and leave.,c106 3.20 23.60;c106 4.50 10.30;c107 0.00 28.10;c109 0.00 32.00;c118 0.00 32.00;c062 0.00 32.00;c119 0.00 32.00,30.79
01ZWG,6RE8,Recreation room / Man cave,6,5,Yes,"A person puts a laptop down onto a desk. The person sits at the desk, opens the laptop, and begins playing a game.",chair;desk;game;laptop;table,"A person sets their laptop down on a table, sits down, opens it, and begins working on it and smiling;a person opening a laptop, sitting in a seat then playing video games.",c048 4.90 11.00;c011 7.20 13.50;c151 7.20 13.20;c059 7.00 34.00;c152 30.20 34.00;c009 4.20 10.20;c051 11.60 18.90;c014 18.50 33.70,32.75
0CGMQ,EIO2,Living room,7,7,Yes,"A person is sitting in a chair, watching television and laughing. They hear a knock, so they stand up and go to their door.",chair;door;television,"A person sits in a chair and watches TV while laughing, then gets up and goes to the door.",c008 31.10 35.00;c059 0.00 27.10;c131 11.00 16.00;c149 20.30 26.00;c154 22.50 27.90;c132 0.00 26.20;c152 0.00 26.20;c141 14.90 27.10,34.04
2SIO0,YMXV,Bedroom,5,5,Yes,A person is snuggling with a towel and then smiling at a television in a bedroom.,clothes;television;towel;tv,Laughing person dressed in a towel turns on a television.;A person fixes their clothes and then begins talking to a tv.,c131 2.10 17.40;c132 2.10 17.40;c152 17.00 22.10;c148 0.00 4.80;c033 18.30 26.50,31.08
7UV4O,F56T,Bedroom,6,6,Yes,A person in the living room is putting a pillow onto the bed. They begin watching some food that is on a table nearby that person.,bed;bowl;pillow;table,"A person puts two pillows on a bed, looks around and picks up a bowl from a table before putting the bowl back and leaving.",c009 21.20 26.30;c076 1.20 13.50;c077 5.40 13.50;c080 4.70 13.70,31.96
NZ7VY,LTAC,Living room,5,7,Yes,A person pours a cup of coffee from a thermos. The person puts the thermos into a shelf and continues working.,cabinet;coffee;couch;cup;glass;shelf;sofa;tablet;thermos;tray,"The person poors coffee into a cup on a tray, walks to a cabinet, opens the door, then walks to a couch and sits down and checks a tablet;The person pours a cup of coffee into a glass and places it on the table. They put the coffee on the shelf then sit on the sofa.",c108 3.40 14.30;c151 24.00 32.00;c109 3.50 14.20;c081 16.20 25.60;c123 22.80 29.70;c113 16.30 23.30;c112 18.80 25.60,30.75
WJ1GN,ZAWX,Living room,6,4,Yes,"A person is standing in front of a desk playing with a deck of cards.  The person tidies up the cards and puts them back into their box, then puts the box in a bag.  The person turns off the light and walks out.",bag;box;cards;chair;table,A person is places cards into a box on a table.;A person is sitting in a chair holding some cards. They take some cards off the table and put them in a box. Then they grab a bag and put the box inside the bag.,c041 8.10 18.10;c020 14.70 31.00;c009 1.00 31.00;c059 0.00 31.00;c011 0.00 31.00;c039 8.70 18.70,29.96
9SZG2,6RE8,Living room,7,1,No,A person is walking past the doorway then begins to smile as they put the groceries away.,door;food;items;mints;shelf,"A person walks into a room. Picks up a package of mints from a shelf and takes one. The person fiddles with items on the shelf, picking up and object and putting it back down on the shelf;a person walks into a room and grabs food off a shelf then tidies up the shelf",c097 0.00 3.70;c082 0.50 8.00;c063 3.60 12.60;c008 0.00 5.50;c006 0.00 6.30;c156 7.80 13.80,33.08
